BSC名称,MSC,基站索引,基站名称,小区索引,小区CI,小区名称,网络类型,经度,纬度,覆盖类型
ANK-HBSC-6000-021,XAGS29/56,33,安康旬阳双河莲花HG-AKM131,55,51314,安康旬阳双河莲花HG-AKM131-0,GSM,109.601944,33.047222,宏站
ANK-HBSC-6000-021,XAGS29/56,33,安康旬阳双河莲花HG-AKM131,328,51315,安康旬阳双河莲花HG-AKM131-1,GSM,109.601944,33.047222,宏站
ANK-HBSC-6000-021,XAGS29/56,33,安康旬阳双河莲花HG-AKM131,329,51316,安康旬阳双河莲花HG-AKM131-2,GSM,109.601944,33.047222,宏站
ANK-HBSC-6000-021,XAGS29/56,28,安康旬阳红军乡中湾村HG-AKM665,58,56658,安康旬阳双河镇红军村拉远HG-AKM665-1,GSM,109.515833,33.114722,宏站
ANK-HBSC-6000-021,XAGS29/56,28,安康旬阳红军乡中湾村HG-AKM665,312,56656,安康旬阳双河镇红军村拉远HG-AKM665-2,GSM,109.515833,33.114722,宏站
ANK-HBSC-6000-021,XAGS29/56,28,安康旬阳红军乡中湾村HG-AKM665,313,56659,安康旬阳双河镇红军村拉远HG-AKM665-3,GSM,109.515833,33.114722,宏站
ANK-HBSC-6000-021,XAGS29/56,131,安康旬阳双河镇金盆HG-AKF355,362,53557,安康旬阳双河镇金盆HG-AKF355-0,GSM,109.695518,33.058231,宏站
ANK-HBSC-6000-021,XAGS29/56,131,安康旬阳双河镇金盆HG-AKF355,363,53558,安康旬阳双河镇金盆HG-AKF355-1,GSM,109.695518,33.058231,宏站
ANK-HBSC-6000-021,XAGS29/56,131,安康旬阳双河镇金盆HG-AKF355,364,53559,安康旬阳双河镇金盆HG-AKF355-2,GSM,109.695518,33.058231,宏站
ANK-HBSC-6000-021,XAGS29/56,19,安康旬阳庙坪HG-AK152,384,1523,安康旬阳双河镇平河拉远HG-AK152-14,GSM,109.659722,33.046944,宏站
ANK-HBSC-6000-021,XAGS29/56,19,安康旬阳庙坪HG-AK152,385,1524,安康旬阳双河镇平河拉远HG-AK152-15,GSM,109.659722,33.046944,宏站
ANK-HBSC-6000-021,XAGS29/56,19,安康旬阳庙坪HG-AK152,30,51529,安康旬阳双河镇平河拉远HG-AK152-9,GSM,109.659722,33.046944,宏站
ANK-HBSC-6000-021,XAGS29/56,133,安康旬阳县庙坪乡石圈村拉远HG-AKM312,60,53125,安康旬阳双河镇檀木学校拉远HG-AKM312-1,GSM,109.690277,33.026666,宏站
ANK-HBSC-6000-021,XAGS29/56,133,安康旬阳县庙坪乡石圈村拉远HG-AKM312,379,3126,安康旬阳双河镇檀木学校拉远HG-AKM312-2,GSM,109.690277,33.026666,宏站
ANK-HBSC-6000-021,XAGS29/56,133,安康旬阳县庙坪乡石圈村拉远HG-AKM312,380,3127,安康旬阳双河镇檀木学校拉远HG-AKM312-3,GSM,109.690277,33.026666,宏站
ANK-HBSC-6000-021,XAGS29/56,19,安康旬阳庙坪HG-AK152,28,51527,安康旬阳双河镇望月拉远HG-AK152-7,GSM,109.636388,33.047222,宏站
ANK-HBSC-6000-021,XAGS29/56,19,安康旬阳庙坪HG-AK152,371,1525,安康旬阳双河镇吴家湾拉远HG-AK152-12,GSM,109.664166,33.010833,宏站
ANK-HBSC-6000-021,XAGS29/56,19,安康旬阳庙坪HG-AK152,372,529,安康旬阳双河镇吴家湾拉远HG-AK152-13,GSM,109.664166,33.010833,宏站
ANK-HBSC-6000-021,XAGS29/56,19,安康旬阳庙坪HG-AK152,29,51528,安康旬阳双河镇吴家湾拉远HG-AK152-8,GSM,109.664166,33.010833,宏站
ANK-HBSC-6000-021,XAGS29/56,41,安康旬阳双河镇油房拉远HG-AKM831,77,58314,安康旬阳双河镇油房拉远HG-AKM831-0,GSM,109.542777,33.066388,宏站
ANK-HBSC-6000-021,XAGS29/56,41,安康旬阳双河镇油房拉远HG-AKM831,368,58315,安康旬阳双河镇油房拉远HG-AKM831-1,GSM,109.542777,33.066388,宏站
ANK-HBSC-6000-021,XAGS29/56,41,安康旬阳双河镇油房拉远HG-AKM831,370,58316,安康旬阳双河镇油房拉远HG-AKM831-2,GSM,109.542777,33.066388,宏站
ANK-HBSC-6000-021,XAGS29/56,133,安康旬阳县庙坪乡石圈村拉远HG-AKM312,61,53126,安康旬阳双河镇竹园村拉远HG-AKM312-2,GSM,109.686994,33.096616,宏站
ANK-HBSC-6000-017,XAGS30/41,73,安康旬阳双垭HG-AKM014,290,50144,安康旬阳双垭HG-AKM014-0,GSM,109.295833,32.803055,宏站
ANK-HBSC-6000-017,XAGS30/41,73,安康旬阳双垭HG-AKM014,289,50145,安康旬阳双垭HG-AKM014-1,GSM,109.295833,32.803055,宏站
ANK-HBSC-6000-017,XAGS30/41,73,安康旬阳双垭HG-AKM014,348,50146,安康旬阳双垭HG-AKM014-2,GSM,109.295833,32.803055,宏站
ANK-HBSC-6000-006,XAGS29/56,226,安康旬阳水电厂HG-AKM017,214,50174,安康旬阳水电厂HG-AKM017-0,GSM,109.3741667,32.8175,宏站
ANK-HBSC-6000-006,XAGS29/56,226,安康旬阳水电厂HG-AKM017,57,50175,安康旬阳水电厂HG-AKM017-1,GSM,109.3741667,32.8175,宏站
ANK-HBSC-6000-006,XAGS29/56,226,安康旬阳水电厂HG-AKM017,467,50176,安康旬阳水电厂HG-AKM017-2,GSM,109.3741667,32.8175,宏站
ANK-HBSC-6000-021,XAGS29/56,84,安康旬阳水磨HG-AK689,227,56890,安康旬阳水磨HG-AK689-0,GSM,109.644166,32.612777,宏站
ANK-HBSC-6000-021,XAGS29/56,84,安康旬阳水磨HG-AK689,228,56891,安康旬阳水磨HG-AK689-1,GSM,109.644166,32.612777,宏站
ANK-HBSC-6000-021,XAGS29/56,84,安康旬阳水磨HG-AK689,389,56892,安康旬阳水磨HG-AK689-2,GSM,109.644166,32.612777,宏站
ANK-HBSC-6000-021,XAGS29/56,75,安康旬阳水磨河口HG-AKM543,229,55434,安康旬阳水磨河口HG-AKM543-0,GSM,109.555833,32.640277,宏站
ANK-HBSC-6000-021,XAGS29/56,75,安康旬阳水磨河口HG-AKM543,322,55436,安康旬阳水磨河口HG-AKM543-1,GSM,109.555833,32.640277,宏站
ANK-HBSC-6000-021,XAGS29/56,75,安康旬阳水磨河口HG-AKM543,323,55437,安康旬阳水磨河口HG-AKM543-2,GSM,109.555833,32.640277,宏站
ANK-HBSC-6000-006,XAGS29/56,76,安康旬阳水泥厂HG-AK260,87,52601,安康旬阳水泥厂HG-AK260-0,GSM,109.35,32.79416667,宏站
ANK-HBSC-6000-006,XAGS29/56,76,安康旬阳水泥厂HG-AK260,281,52603,安康旬阳水泥厂HG-AK260-1,GSM,109.35,32.79416667,宏站
ANK-HBSC-6000-006,XAGS29/56,76,安康旬阳水泥厂HG-AK260,88,52602,安康旬阳水泥厂HG-AK260-2,GSM,109.35,32.79416667,宏站
ANK-HBSC-6000-006,XAGS29/56,161,安康旬阳水泉村HG-AK759,211,57590,安康旬阳水泉村HG-AK759-0,GSM,109.009722,33.157222,宏站
ANK-HBSC-6000-006,XAGS29/56,161,安康旬阳水泉村HG-AK759,185,57591,安康旬阳水泉村HG-AK759-1,GSM,109.009722,33.157222,宏站
ANK-HBSC-6000-006,XAGS29/56,161,安康旬阳水泉村HG-AK759,192,57592,安康旬阳水泉村HG-AK759-2,GSM,109.009722,33.157222,宏站
ANK-HBSC-6000-006,XAGS29/56,0,安康旬阳太极洞口西HG-AKF189,0,51897,安康旬阳太极洞口西HG-AKF189-0,GSM,109.3698,32.82943,宏站
ANK-HBSC-6000-006,XAGS29/56,0,安康旬阳太极洞口西HG-AKF189,1,51898,安康旬阳太极洞口西HG-AKF189-1,GSM,109.3698,32.82943,宏站
ANK-HBSC-6000-006,XAGS29/56,0,安康旬阳太极洞口西HG-AKF189,3,51899,安康旬阳太极洞口西HG-AKF189-2,GSM,109.3698,32.82943,宏站
ANK-HBSC-6000-021,XAGS29/56,88,安康旬阳谭家院子HG-AK928,231,59287,安康旬阳谭家院子HG-AK928-0,GSM,109.523611,32.717222,宏站
ANK-HBSC-6000-021,XAGS29/56,88,安康旬阳谭家院子HG-AK928,232,59288,安康旬阳谭家院子HG-AK928-1,GSM,109.523611,32.717222,宏站
ANK-HBSC-6000-021,XAGS29/56,88,安康旬阳谭家院子HG-AK928,233,59289,安康旬阳谭家院子HG-AK928-2,GSM,109.523611,32.717222,宏站
ANK-HBSC-6000-006,XAGS29/56,58,安康旬阳唐兴HG-AK558,96,55580,安康旬阳唐兴HG-AK558-0,GSM,109.141944,33.038888,宏站
ANK-HBSC-6000-006,XAGS29/56,58,安康旬阳唐兴HG-AK558,144,55581,安康旬阳唐兴HG-AK558-1,GSM,109.141944,33.038888,宏站
ANK-HBSC-6000-006,XAGS29/56,58,安康旬阳唐兴HG-AK558,196,55588,安康旬阳唐兴HG-AK558-2,GSM,109.141944,33.038888,宏站
ANK-HBSC-6000-021,XAGS29/56,14,安康旬阳铁路沙沟HG-AK088,56,50880,安康旬阳铁路沙沟HG-AK088-0,GSM,109.640277,32.903055,宏站
ANK-HBSC-6000-006,XAGS29/56,28,安康旬阳桐木HG-AK491,30,54910,安康旬阳桐木HG-AK491-0,GSM,109.0744444,33.07833333,宏站
ANK-HBSC-6000-006,XAGS29/56,28,安康旬阳桐木HG-AK491,31,54911,安康旬阳桐木HG-AK491-1,GSM,109.0744444,33.07833333,宏站
ANK-HBSC-6000-006,XAGS29/56,28,安康旬阳桐木HG-AK491,32,54912,安康旬阳桐木HG-AK491-2,GSM,109.0744444,33.07833333,宏站
ANK-HBSC-6000-006,XAGS29/56,28,安康旬阳桐木HG-AK491,85,54913,安康旬阳桐木HG-AK491-3,GSM,109.081749,33.079865,宏站
ANK-HBSC-6000-006,XAGS29/56,16,安康旬阳桐木乡白石河HG-AKM310,33,53104,安康旬阳桐木乡白石河HG-AKM310-0,GSM,109.073888,33.1175,宏站
ANK-HBSC-6000-006,XAGS29/56,16,安康旬阳桐木乡白石河HG-AKM310,377,53105,安康旬阳桐木乡白石河HG-AKM310-1,GSM,109.073888,33.1175,宏站
ANK-HBSC-6000-006,XAGS29/56,16,安康旬阳桐木乡白石河HG-AKM310,378,53106,安康旬阳桐木乡白石河HG-AKM310-2,GSM,109.073888,33.1175,宏站
ANK-HBSC-6000-006,XAGS29/56,73,安康旬阳桐木乡松树湾HG-AKM545,189,55454,安康旬阳桐木乡松树湾HG-AKM545-0,GSM,109.035,33.075555,宏站
ANK-HBSC-6000-006,XAGS29/56,73,安康旬阳桐木乡松树湾HG-AKM545,177,55455,安康旬阳桐木乡松树湾HG-AKM545-1,GSM,109.035,33.075555,宏站
ANK-HBSC-6000-006,XAGS29/56,73,安康旬阳桐木乡松树湾HG-AKM545,178,55456,安康旬阳桐木乡松树湾HG-AKM545-2,GSM,109.035,33.075555,宏站
ANK-HBSC-6000-021,XAGS29/56,106,安康旬阳铜钱孙家坡HG-AKM789,162,57894,安康旬阳铜钱孙家坡HG-AKM789-0,GSM,109.543333,32.568333,宏站
ANK-HBSC-6000-021,XAGS29/56,106,安康旬阳铜钱孙家坡HG-AKM789,163,57895,安康旬阳铜钱孙家坡HG-AKM789-1,GSM,109.543333,32.568333,宏站
ANK-HBSC-6000-021,XAGS29/56,106,安康旬阳铜钱孙家坡HG-AKM789,164,57896,安康旬阳铜钱孙家坡HG-AKM789-2,GSM,109.543333,32.568333,宏站
ANK-HBSC-6000-021,XAGS29/56,80,安康旬阳铜钱乡大坪村HG-AKM546,248,55467,安康旬阳铜钱乡大坪村HG-AKM546-0,GSM,109.600903,32.55827,宏站
ANK-HBSC-6000-021,XAGS29/56,80,安康旬阳铜钱乡大坪村HG-AKM546,407,55468,安康旬阳铜钱乡大坪村HG-AKM546-1,GSM,109.600903,32.55827,宏站
ANK-HBSC-6000-021,XAGS29/56,80,安康旬阳铜钱乡大坪村HG-AKM546,408,55469,安康旬阳铜钱乡大坪村HG-AKM546-2,GSM,109.600903,32.55827,宏站
ANK-HBSC-6000-006,XAGS29/56,41,安康旬阳瓦渣河HG-AK073,102,50730,安康旬阳瓦渣河HG-AK073-0,GSM,109.3505556,32.8625,宏站
ANK-HBSC-6000-006,XAGS29/56,41,安康旬阳瓦渣河HG-AK073,103,50731,安康旬阳瓦渣河HG-AK073-1,GSM,109.3505556,32.8625,宏站
ANK-HBSC-6000-006,XAGS29/56,41,安康旬阳瓦渣河HG-AK073,113,50732,安康旬阳瓦渣河HG-AK073-2,GSM,109.3505556,32.8625,宏站
ANK-HBSC-6000-021,XAGS29/56,52,安康旬阳王家河HG-AKM008,102,50084,安康旬阳王家河HG-AKM008-0,GSM,109.486111,32.906944,宏站
ANK-HBSC-6000-021,XAGS29/56,52,安康旬阳王家河HG-AKM008,100,50085,安康旬阳王家河HG-AKM008-1,GSM,109.486111,32.906944,宏站
ANK-HBSC-6000-021,XAGS29/56,52,安康旬阳王家河HG-AKM008,101,50086,安康旬阳王家河HG-AKM008-2,GSM,109.486111,32.906944,宏站
ANK-HBSC-6000-021,XAGS29/56,56,安康旬阳王院子HG-AK099,130,50991,安康旬阳王院子HG-AK099-0,GSM,109.575,32.826944,宏站
ANK-HBSC-6000-021,XAGS29/56,56,安康旬阳王院子HG-AK099,129,50992,安康旬阳王院子HG-AK099-1,GSM,109.575,32.826944,宏站
ANK-HBSC-6000-021,XAGS29/56,56,安康旬阳王院子HG-AK099,128,50993,安康旬阳王院子HG-AK099-2,GSM,109.575,32.826944,宏站
ANK-HBSC-6000-021,XAGS29/56,113,安康旬阳武王庙HG-AKM002,236,50024,安康旬阳武王庙HG-AKM002-0,GSM,109.626388,32.821666,宏站
ANK-HBSC-6000-021,XAGS29/56,113,安康旬阳武王庙HG-AKM002,355,525,安康旬阳武王庙HG-AKM002-1,GSM,109.626388,32.821666,宏站
ANK-HBSC-6000-021,XAGS29/56,113,安康旬阳武王庙HG-AKM002,356,526,安康旬阳武王庙HG-AKM002-2,GSM,109.626388,32.821666,宏站
ANK-HBSC-6000-021,XAGS29/56,114,安康旬阳仙河镇王坪村HG-AKF224,241,52247,安康旬阳仙河镇王坪村HG-AKF224-0,GSM,109.77494,32.99847,宏站
ANK-HBSC-6000-021,XAGS29/56,114,安康旬阳仙河镇王坪村HG-AKF224,262,52248,安康旬阳仙河镇王坪村HG-AKF224-1,GSM,109.77494,32.99847,宏站
ANK-HBSC-6000-021,XAGS29/56,114,安康旬阳仙河镇王坪村HG-AKF224,263,52249,安康旬阳仙河镇王坪村HG-AKF224-2,GSM,109.77494,32.99847,宏站
ANK-HBSC-6000-006,XAGS29/56,192,安康旬阳小河北HG-AK842,313,58427,安康旬阳小河北HG-AK842-0,GSM,109.3705556,32.83416667,宏站
ANK-HBSC-6000-006,XAGS29/56,192,安康旬阳小河北HG-AK842,314,58428,安康旬阳小河北HG-AK842-1,GSM,109.3705556,32.83416667,宏站
ANK-HBSC-6000-006,XAGS29/56,192,安康旬阳小河北HG-AK842,315,58429,安康旬阳小河北HG-AK842-2,GSM,109.3705556,32.83416667,宏站
ANK-HBSC-6000-006,XAGS29/56,268,安康旬阳小河北加油站HG-AKM182,454,51824,安康旬阳小河北加油站HG-AKM182-0,GSM,109.3688889,32.8325,宏站
ANK-HBSC-6000-006,XAGS29/56,268,安康旬阳小河北加油站HG-AKM182,457,51825,安康旬阳小河北加油站HG-AKM182-1,GSM,109.3688889,32.8325,宏站
ANK-HBSC-6000-006,XAGS29/56,268,安康旬阳小河北加油站HG-AKM182,458,51826,安康旬阳小河北加油站HG-AKM182-2,GSM,109.3688889,32.8325,宏站
ANK-HBSC-6000-006,XAGS29/56,17,旬阳西沟HG-AK528,253,55282,安康旬阳小河镇北沟拉远HG-AK528-2,GSM,109.343611,33.115555,宏站
ANK-HBSC-6000-006,XAGS29/56,17,旬阳西沟HG-AK528,453,55285,安康旬阳小河镇北沟拉远HG-AK528-3,GSM,109.343611,33.115555,宏站
ANK-HBSC-6000-006,XAGS29/56,17,旬阳西沟HG-AK528,470,55286,安康旬阳小河镇北沟拉远HG-AK528-4,GSM,109.343611,33.115555,宏站
ANK-HBSC-6000-006,XAGS29/56,91,安康旬阳小河镇岔园村HG-AKM788,263,57884,安康旬阳小河镇岔园村HG-AKM788-0,GSM,109.033333,33.111944,宏站
ANK-HBSC-6000-006,XAGS29/56,91,安康旬阳小河镇岔园村HG-AKM788,267,57885,安康旬阳小河镇岔园村HG-AKM788-1,GSM,109.033333,33.111944,宏站
ANK-HBSC-6000-006,XAGS29/56,91,安康旬阳小河镇岔园村HG-AKM788,309,57886,安康旬阳小河镇岔园村HG-AKM788-2,GSM,109.033333,33.111944,宏站
ANK-HBSC-6000-006,XAGS29/56,275,安康旬阳桐木拉远HG-AK491,155,54917,安康旬阳小河镇陈家屋场拉远HG-AK491-0,GSM,109.071111,33.065277,宏站
ANK-HBSC-6000-006,XAGS29/56,275,安康旬阳桐木拉远HG-AK491,157,54918,安康旬阳小河镇陈家屋场拉远HG-AK491-1,GSM,109.071111,33.065277,宏站
ANK-HBSC-6000-006,XAGS29/56,275,安康旬阳桐木拉远HG-AK491,164,54919,安康旬阳小河镇陈家屋场拉远HG-AK491-2,GSM,109.071111,33.065277,宏站
ANK-HBSC-6000-006,XAGS29/56,44,安康旬阳小河镇老公馆张良村HG-AKF357,257,53577,安康旬阳小河镇老公馆张良村HG-AKF357-0,GSM,109.382222,33.085277,宏站
ANK-HBSC-6000-006,XAGS29/56,44,安康旬阳小河镇老公馆张良村HG-AKF357,258,53578,安康旬阳小河镇老公馆张良村HG-AKF357-1,GSM,109.382222,33.085277,宏站
ANK-HBSC-6000-006,XAGS29/56,44,安康旬阳小河镇老公馆张良村HG-AKF357,265,53579,安康旬阳小河镇老公馆张良村HG-AKF357-2,GSM,109.382222,33.085277,宏站
ANK-HBSC-6000-006,XAGS29/56,29,安康旬阳小河镇落河村HG-AKF358,139,53587,安康旬阳小河镇落河村HG-AKF358-0,GSM,109.327662,33.130141,宏站
ANK-HBSC-6000-006,XAGS29/56,29,安康旬阳小河镇落河村HG-AKF358,143,53588,安康旬阳小河镇落河村HG-AKF358-1,GSM,109.327662,33.130141,宏站
ANK-HBSC-6000-006,XAGS29/56,29,安康旬阳小河镇落河村HG-AKF358,146,53589,安康旬阳小河镇落河村HG-AKF358-2,GSM,109.327662,33.130141,宏站
ANK-HBSC-6000-006,XAGS29/56,92,安康旬阳小河镇王家台HG-AKM787,264,57874,安康旬阳小河镇王家台HG-AKM787-0,GSM,109.09551,33.143128,宏站
ANK-HBSC-6000-006,XAGS29/56,92,安康旬阳小河镇王家台HG-AKM787,364,57875,安康旬阳小河镇王家台HG-AKM787-1,GSM,109.09551,33.143128,宏站
ANK-HBSC-6000-006,XAGS29/56,92,安康旬阳小河镇王家台HG-AKM787,365,57876,安康旬阳小河镇王家台HG-AKM787-2,GSM,109.09551,33.143128,宏站
ANK-HBSC-6000-006,XAGS29/56,89,安康旬阳小河镇小河二站HG-AKM784,254,57844,安康旬阳小河镇小河二站HG-AKM784-0,GSM,109.181388,33.106666,宏站
ANK-HBSC-6000-006,XAGS29/56,89,安康旬阳小河镇小河二站HG-AKM784,255,57845,安康旬阳小河镇小河二站HG-AKM784-1,GSM,109.181388,33.106666,宏站
ANK-HBSC-6000-006,XAGS29/56,89,安康旬阳小河镇小河二站HG-AKM784,256,57846,安康旬阳小河镇小河二站HG-AKM784-2,GSM,109.181388,33.106666,宏站
ANK-HBSC-6000-006,XAGS29/56,47,旬阳公馆HG-AK095,462,951,安康旬阳小河镇阳坡河拉远HG-AK095-1,GSM,109.228888,33.175555,宏站
ANK-HBSC-6000-006,XAGS29/56,47,旬阳公馆HG-AK095,464,952,安康旬阳小河镇阳坡河拉远HG-AK095-2,GSM,109.228888,33.175555,宏站
ANK-HBSC-6000-021,XAGS29/56,25,安康旬阳小金河HG-AK093,65,50930,安康旬阳小金河HG-AK093-0,GSM,109.544722,32.693888,宏站
ANK-HBSC-6000-021,XAGS29/56,25,安康旬阳小金河HG-AK093,66,50931,安康旬阳小金河HG-AK093-1,GSM,109.544722,32.693888,宏站
ANK-HBSC-6000-021,XAGS29/56,25,安康旬阳小金河HG-AK093,67,50932,安康旬阳小金河HG-AK093-2,GSM,109.544722,32.693888,宏站
ANK-HBSC-6000-021,XAGS29/56,95,安康旬阳熊家院HG-AKM135,252,51354,安康旬阳熊家院HG-AKM135-0,GSM,109.471944,32.692222,宏站
ANK-HBSC-6000-021,XAGS29/56,95,安康旬阳熊家院HG-AKM135,254,51355,安康旬阳熊家院HG-AKM135-1,GSM,109.471944,32.692222,宏站
ANK-HBSC-6000-021,XAGS29/56,95,安康旬阳熊家院HG-AKM135,253,51356,安康旬阳熊家院HG-AKM135-2,GSM,109.471944,32.692222,宏站
ANK-HBSC-6000-021,XAGS29/56,16,安康旬阳薛庄HG-AK296,73,52961,安康旬阳薛庄HG-AK296-0,GSM,109.626388,32.935277,宏站
ANK-HBSC-6000-021,XAGS29/56,16,安康旬阳薛庄HG-AK296,74,52962,安康旬阳薛庄HG-AK296-1,GSM,109.626388,32.935277,宏站
ANK-HBSC-6000-021,XAGS29/56,16,安康旬阳薛庄HG-AK296,390,52960,安康旬阳薛庄HG-AK296-2,GSM,109.626388,32.935277,宏站
ANK-HBSC-6000-006,XAGS29/56,102,安康旬阳烟草公司HD-AKEI004,321,50047,安康旬阳烟草公司HD-AKEI004-0,GSM,109.3661111,32.83333333,室分
ANK-HBSC-6000-006,XAGS29/56,189,安康旬阳阳坡HG-AK844,297,58447,安康旬阳阳坡HG-AK844-0,GSM,109.146388,33.158611,宏站
ANK-HBSC-6000-006,XAGS29/56,189,安康旬阳阳坡HG-AK844,326,58448,安康旬阳阳坡HG-AK844-1,GSM,109.146388,33.158611,宏站
ANK-HBSC-6000-006,XAGS29/56,189,安康旬阳阳坡HG-AK844,236,58449,安康旬阳阳坡HG-AK844-2,GSM,109.146388,33.158611,宏站
ANK-HBSC-6000-006,XAGS29/56,14,安康旬阳杨柳HG-AK553,14,55530,安康旬阳杨柳HG-AK553-0,GSM,109.165555,32.886111,宏站
ANK-HBSC-6000-006,XAGS29/56,14,安康旬阳杨柳HG-AK553,118,55531,安康旬阳杨柳HG-AK553-1,GSM,109.165555,32.886111,宏站
ANK-HBSC-6000-006,XAGS29/56,14,安康旬阳杨柳HG-AK553,357,55532,安康旬阳杨柳西沟垭拉远HG-AK553-2,GSM,109.232222,32.876666,宏站
ANK-HBSC-6000-006,XAGS29/56,22,安康旬阳寨垭HG-AK657,56,56570,安康旬阳寨垭HG-AK657-0,GSM,109.156666,32.839166,宏站
ANK-HBSC-6000-006,XAGS29/56,22,安康旬阳寨垭HG-AK657,66,56571,安康旬阳寨垭HG-AK657-1,GSM,109.156666,32.839166,宏站
ANK-HBSC-6000-006,XAGS29/56,22,安康旬阳寨垭HG-AK657,55,56572,安康旬阳寨垭HG-AK657-2,GSM,109.156666,32.839166,宏站
ANK-HBSC-6000-021,XAGS29/56,124,安康旬阳张河权口村HG-AKF245,288,2450,安康旬阳张河权口村HG-AKF245-0,GSM,109.566483,32.737319,宏站
ANK-HBSC-6000-021,XAGS29/56,124,安康旬阳张河权口村HG-AKF245,289,2451,安康旬阳张河权口村HG-AKF245-1,GSM,109.566483,32.737319,宏站
ANK-HBSC-6000-021,XAGS29/56,124,安康旬阳张河权口村HG-AKF245,290,2452,安康旬阳张河权口村HG-AKF245-2,GSM,109.566483,32.737319,宏站
ANK-HBSC-6000-006,XAGS29/56,2,安康旬阳张坪HG-AKM426,2,51921,安康旬阳张坪HG-AKM426-0,GSM,109.289444,32.987222,宏站
ANK-HBSC-6000-006,XAGS29/56,2,安康旬阳张坪HG-AKM426,222,1926,安康旬阳张坪HG-AKM426-1,GSM,109.289444,32.987222,宏站
ANK-HBSC-6000-006,XAGS29/56,2,安康旬阳张坪HG-AKM426,223,1927,安康旬阳张坪HG-AKM426-2,GSM,109.289444,32.987222,宏站
ANK-HBSC-6000-021,XAGS29/56,22,安康旬阳长沙坝HG-AK182,9,51820,安康旬阳长沙坝HG-AK182-0,GSM,109.510833,32.865277,宏站
ANK-HBSC-6000-021,XAGS29/56,22,安康旬阳长沙坝HG-AK182,10,51821,安康旬阳长沙坝HG-AK182-1,GSM,109.510833,32.865277,宏站
ANK-HBSC-6000-021,XAGS29/56,22,安康旬阳长沙坝HG-AK182,11,51822,安康旬阳长沙坝HG-AK182-2,GSM,109.510833,32.865277,宏站
ANK-HBSC-6000-006,XAGS29/56,43,安康旬阳赵湾HGD-AK031,279,50313,安康旬阳赵湾HD-AK031-3,GSM,109.165555,32.994166,宏站
ANK-HBSC-6000-006,XAGS29/56,43,安康旬阳赵湾HGD-AK031,141,50311,安康旬阳赵湾HG-AK031-1,GSM,109.165555,32.994166,宏站
ANK-HBSC-6000-006,XAGS29/56,43,安康旬阳赵湾HGD-AK031,142,50312,安康旬阳赵湾HG-AK031-2,GSM,109.1613889,32.99555556,宏站
ANK-HBSC-6000-006,XAGS29/56,53,安康旬阳两河关AHG-AK091,227,50917,安康旬阳赵湾水电站拉远HG-AK091-7,GSM,109.152222,33.018888,宏站
ANK-HBSC-6000-006,XAGS29/56,6,安康旬阳赵湾镇白杨坪村HG-AKF206,20,52067,安康旬阳赵湾镇白杨坪村HG-AKF206-0,GSM,109.118333,32.994722,宏站
ANK-HBSC-6000-006,XAGS29/56,6,安康旬阳赵湾镇白杨坪村HG-AKF206,26,52068,安康旬阳赵湾镇白杨坪村HG-AKF206-1,GSM,109.118333,32.994722,宏站
ANK-HBSC-6000-006,XAGS29/56,6,安康旬阳赵湾镇白杨坪村HG-AKF206,27,52069,安康旬阳赵湾镇白杨坪村HG-AKF206-2,GSM,109.118333,32.994722,宏站
ANK-HBSC-6000-006,XAGS29/56,259,旬阳胡家庄HG-AKM136,355,51366,安康旬阳赵湾镇马蹄沟村拉远HG-AKM136-2,GSM,109.205555,32.976111,宏站
ANK-HBSC-6000-006,XAGS29/56,259,旬阳胡家庄HG-AKM136,271,1366,安康旬阳赵湾镇马蹄沟村拉远HG-AKM136-3,GSM,109.205555,32.976111,宏站
ANK-HBSC-6000-006,XAGS29/56,259,旬阳胡家庄HG-AKM136,272,1367,安康旬阳赵湾镇马蹄沟村拉远HG-AKM136-4,GSM,109.205555,32.976111,宏站
ANK-HBSC-6000-006,XAGS29/56,58,安康旬阳唐兴HG-AK558,285,55582,安康旬阳赵湾镇王长沟村拉远HG-AK558-2,GSM,109.126388,33.036944,宏站
ANK-HBSC-6000-006,XAGS29/56,58,安康旬阳唐兴HG-AK558,124,55583,安康旬阳赵湾镇王长沟村拉远HG-AK558-3,GSM,109.126388,33.036944,宏站
ANK-HBSC-6000-006,XAGS29/56,58,安康旬阳唐兴HG-AK558,125,55587,安康旬阳赵湾镇王长沟村拉远HG-AK558-4,GSM,109.126388,33.036944,宏站
ANK-HBSC-6000-006,XAGS29/56,99,安康旬阳振旬路(旬白路十字)HG-AKF106,295,51067,安康旬阳振旬路(旬白路十字)HG-AKF106-0,GSM,109.367222,32.82972222,宏站
ANK-HBSC-6000-006,XAGS29/56,99,安康旬阳振旬路(旬白路十字)HG-AKF106,298,51068,安康旬阳振旬路(旬白路十字)HG-AKF106-1,GSM,109.367222,32.82972222,宏站
ANK-HBSC-6000-006,XAGS29/56,99,安康旬阳振旬路(旬白路十字)HG-AKF106,299,51069,安康旬阳振旬路(旬白路十字)HG-AKF106-2,GSM,109.367222,32.82972222,宏站
ANK-HBSC-6000-006,XAGS29/56,68,安康旬阳钟家坪HG-AK192,89,51920,安康旬阳钟家坪HG-AK192-0,GSM,109.281111,32.863888,宏站
