BSC名称,MSC,基站索引,基站名称,小区索引,小区CI,小区名称,网络类型,经度,纬度,覆盖类型
ANK-HBSC-6000-017,XAGS30/41,5,安康汉滨三清乡HG-AK646,102,56461,安康汉滨三清乡HG-AK646-1,GSM,109.028611,32.641388,宏站
ANK-HBSC-6000-017,XAGS30/41,5,安康汉滨三清乡HG-AK646,282,56462,安康汉滨三清乡HG-AK646-2,GSM,109.028611,32.641388,宏站
ANK-HBSC-6000-005,XAGS30/41,114,安康汉滨缫丝厂HG-AKM204,239,52044,安康汉滨缫丝厂HG-AKM204-0,GSM,109.03,32.71527778,宏站
ANK-HBSC-6000-005,XAGS30/41,114,安康汉滨缫丝厂HG-AKM204,277,52045,安康汉滨缫丝厂HG-AKM204-1,GSM,109.03,32.71527778,宏站
ANK-HBSC-6000-005,XAGS30/41,114,安康汉滨缫丝厂HG-AKM204,278,52046,安康汉滨缫丝厂HG-AKM204-2,GSM,109.03,32.71527778,宏站
ANK-HBSC-6000-015,XAGS30/41,44,安康恒口沙坝HG-AK181,290,51812,安康汉滨沙坝小学拉远HG-AK181-2,GSM,108.833055,32.976666,宏站
ANK-HBSC-6000-015,XAGS30/41,44,安康恒口沙坝HG-AK181,435,1813,安康汉滨沙坝小学拉远HG-AK181-3,GSM,108.833055,32.976666,宏站
ANK-HBSC-6000-015,XAGS30/41,44,安康恒口沙坝HG-AK181,436,1814,安康汉滨沙坝小学拉远HG-AK181-4,GSM,108.833055,32.976666,宏站
ANK-HBSC-6000-017,XAGS30/41,118,安康汉滨沙石厂HG-AK603,103,56031,安康汉滨沙石厂HG-AK603-0,GSM,109.0611111,32.71611111,宏站
ANK-HBSC-6000-017,XAGS30/41,118,安康汉滨沙石厂HG-AK603,104,56033,安康汉滨沙石厂HG-AK603-1,GSM,109.0611111,32.71611111,宏站
ANK-HBSC-6000-017,XAGS30/41,118,安康汉滨沙石厂HG-AK603,105,56032,安康汉滨沙石厂HG-AK603-2,GSM,109.0611111,32.71611111,宏站
ANK-HBSC-6000-015,XAGS30/41,69,安康恒口沈坝HG-AK212,302,52127,安康汉滨沈坝镇庙沟村拉远HG-AK212-7,GSM,108.653611,32.927222,宏站
ANK-HBSC-6000-015,XAGS30/41,157,安康恒口沈坝拉远HG-AK212,296,52128,安康汉滨沈坝镇石梯村拉远HG-AK212-0,GSM,108.676111,32.938333,宏站
ANK-HBSC-6000-015,XAGS30/41,157,安康恒口沈坝拉远HG-AK212,520,2123,安康汉滨沈坝镇石梯村拉远HG-AK212-1,GSM,108.676111,32.938333,宏站
ANK-HBSC-6000-015,XAGS30/41,157,安康恒口沈坝拉远HG-AK212,521,2124,安康汉滨沈坝镇石梯村拉远HG-AK212-2,GSM,108.676111,32.938333,宏站
ANK-HBSC-6000-015,XAGS30/41,157,安康恒口沈坝拉远HG-AK212,300,52129,安康汉滨沈坝镇阳山村拉远HG-AK212-0,GSM,108.659166,32.945555,宏站
ANK-HBSC-6000-015,XAGS30/41,157,安康恒口沈坝拉远HG-AK212,522,2125,安康汉滨沈坝镇阳山村拉远HG-AK212-1,GSM,108.659166,32.945555,宏站
ANK-HBSC-6000-015,XAGS30/41,157,安康恒口沈坝拉远HG-AK212,523,2126,安康汉滨沈坝镇阳山村拉远HG-AK212-2,GSM,108.659166,32.945555,宏站
ANK-HBSC-6000-015,XAGS30/41,121,安康汉滨沈坝镇张四营村HG-AKM742,284,57424,安康汉滨沈坝镇张四营村HG-AKM742-0,GSM,108.69629,33.03072,宏站
ANK-HBSC-6000-015,XAGS30/41,121,安康汉滨沈坝镇张四营村HG-AKM742,462,57425,安康汉滨沈坝镇张四营村HG-AKM742-1,GSM,108.69629,33.03072,宏站
ANK-HBSC-6000-015,XAGS30/41,121,安康汉滨沈坝镇张四营村HG-AKM742,463,57426,安康汉滨沈坝镇张四营村HG-AKM742-2,GSM,108.69629,33.03072,宏站
ANK-HBSC-6000-017,XAGS30/41,109,安康汉滨石板路HG-AK864,109,58640,安康汉滨石板路HG-AK864-0,GSM,109.0427778,32.67777778,宏站
ANK-HBSC-6000-017,XAGS30/41,109,安康汉滨石板路HG-AK864,110,58641,安康汉滨石板路HG-AK864-1,GSM,109.0427778,32.67777778,宏站
ANK-HBSC-6000-017,XAGS30/41,109,安康汉滨石板路HG-AK864,111,58642,安康汉滨石板路HG-AK864-2,GSM,109.0427778,32.67777778,宏站
ANK-HBSC-6000-017,XAGS30/41,45,安康汉滨石门HG-AKM107,112,51074,安康汉滨石门HG-AKM107-0,GSM,109.131905,32.673026,宏站
ANK-HBSC-6000-017,XAGS30/41,45,安康汉滨石门HG-AKM107,113,51075,安康汉滨石门HG-AKM107-1,GSM,109.131905,32.673026,宏站
ANK-HBSC-6000-017,XAGS30/41,45,安康汉滨石门HG-AKM107,114,51076,安康汉滨石门HG-AKM107-2,GSM,109.131905,32.673026,宏站
ANK-HBSC-6000-017,XAGS30/41,29,安康汉滨石梯HG-AK338,115,53381,安康汉滨石梯HG-AK338-0,GSM,109.1133333,32.75444444,宏站
ANK-HBSC-6000-017,XAGS30/41,29,安康汉滨石梯HG-AK338,116,53382,安康汉滨石梯HG-AK338-1,GSM,109.1133333,32.75444444,宏站
ANK-HBSC-6000-017,XAGS30/41,29,安康汉滨石梯HG-AK338,117,53383,安康汉滨石梯HG-AK338-2,GSM,109.1133333,32.75444444,宏站
ANK-HBSC-6000-017,XAGS30/41,89,安康汉滨石梯乡冯山村HG-AKM489,134,54897,安康汉滨石梯乡冯山村HG-AKM489-0,GSM,109.190833,32.754166,宏站
ANK-HBSC-6000-017,XAGS30/41,89,安康汉滨石梯乡冯山村HG-AKM489,339,54898,安康汉滨石梯乡冯山村HG-AKM489-1,GSM,109.190833,32.754166,宏站
ANK-HBSC-6000-017,XAGS30/41,89,安康汉滨石梯乡冯山村HG-AKM489,340,54899,安康汉滨石梯乡冯山村HG-AKM489-2,GSM,109.190833,32.754166,宏站
ANK-HBSC-6000-017,XAGS30/41,135,安康汉滨石梯镇柳树河村HG-AKF177,139,51778,安康汉滨石梯镇柳树河村HG-AKF177-0,GSM,109.215953,32.728642,宏站
ANK-HBSC-6000-012,XAGS30/41,66,安康恒口石转HG-AK337,0,53371,安康汉滨石转镇双柏村拉远HG-AK337-1,GSM,108.573333,32.731388,宏站
ANK-HBSC-6000-004,XAGS30/41,106,安康汉滨世纪新村HGD-AK069,113,51964,安康汉滨世纪新村HD-AKM196-0,GSM,109.0161111,32.68777778,宏站
ANK-HBSC-6000-004,XAGS30/41,106,安康汉滨世纪新村HGD-AK069,143,51965,安康汉滨世纪新村HD-AKM196-1,GSM,109.0161111,32.68777778,宏站
ANK-HBSC-6000-004,XAGS30/41,106,安康汉滨世纪新村HGD-AK069,154,51966,安康汉滨世纪新村HD-AKM196-2,GSM,109.0161111,32.68777778,宏站
ANK-HBSC-6000-004,XAGS30/41,106,安康汉滨世纪新村HGD-AK069,248,50691,安康汉滨世纪新村HG-AK069-0,GSM,109.0161111,32.68777778,宏站
ANK-HBSC-6000-004,XAGS30/41,106,安康汉滨世纪新村HGD-AK069,252,50692,安康汉滨世纪新村HG-AK069-1,GSM,109.0161111,32.68777778,宏站
ANK-HBSC-6000-004,XAGS30/41,106,安康汉滨世纪新村HGD-AK069,253,50693,安康汉滨世纪新村HG-AK069-2,GSM,109.0161111,32.68777778,宏站
ANK-HBSC-6000-016,XAGS30/41,15,安康汉滨市ag办公楼HG-AKM362,42,52804,安康汉滨市ag办公楼HG-AKM362-0,GSM,109.023968,32.6873444,室分
ANK-HBSC-6000-016,XAGS30/41,15,安康汉滨市ag办公楼HG-AKM362,43,52805,安康汉滨市ag办公楼HG-AKM362-1,GSM,109.023968,32.6873444,室分
ANK-HBSC-6000-004,XAGS30/41,72,安康汉滨市政工程处HGD-AK101,111,53091,安康汉滨市政工程处HD-AK309-0,GSM,109.031111,32.700556,宏站
ANK-HBSC-6000-004,XAGS30/41,72,安康汉滨市政工程处HGD-AK101,114,53092,安康汉滨市政工程处HD-AK309-1,GSM,109.031111,32.700556,宏站
ANK-HBSC-6000-004,XAGS30/41,72,安康汉滨市政工程处HGD-AK101,115,53093,安康汉滨市政工程处HD-AK309-2,GSM,109.031111,32.700556,宏站
ANK-HBSC-6000-004,XAGS30/41,72,安康汉滨市政工程处HGD-AK101,148,51011,安康汉滨市政工程处HG-AK101-0,GSM,109.031111,32.700556,宏站
ANK-HBSC-6000-004,XAGS30/41,72,安康汉滨市政工程处HGD-AK101,149,51012,安康汉滨市政工程处HG-AK101-1,GSM,109.031111,32.700556,宏站
ANK-HBSC-6000-004,XAGS30/41,72,安康汉滨市政工程处HGD-AK101,150,51013,安康汉滨市政工程处HG-AK101-2,GSM,109.031111,32.700556,宏站
ANK-HBSC-6000-004,XAGS30/41,169,安康汉滨双堤巷HGD-AK890,361,55837,安康汉滨双堤巷HD-AKM583-0,GSM,109.0247222,32.69305556,宏站
ANK-HBSC-6000-004,XAGS30/41,169,安康汉滨双堤巷HGD-AK890,370,55838,安康汉滨双堤巷HD-AKM583-1,GSM,109.0247222,32.69305556,宏站
ANK-HBSC-6000-004,XAGS30/41,169,安康汉滨双堤巷HGD-AK890,390,58907,安康汉滨双堤巷HG-AK890-0,GSM,109.0247222,32.69305556,宏站
ANK-HBSC-6000-004,XAGS30/41,169,安康汉滨双堤巷HGD-AK890,391,58909,安康汉滨双堤巷HG-AK890-2,GSM,109.0247222,32.69305556,宏站
ANK-HBSC-6000-017,XAGS30/41,99,安康汉滨双井村HG-AK051,145,50511,安康汉滨双井村HG-AK051-0,GSM,109.0691667,32.70055556,宏站
ANK-HBSC-6000-017,XAGS30/41,99,安康汉滨双井村HG-AK051,146,50512,安康汉滨双井村HG-AK051-1,GSM,109.0691667,32.70055556,宏站
ANK-HBSC-6000-017,XAGS30/41,99,安康汉滨双井村HG-AK051,147,50513,安康汉滨双井村HG-AK051-2,GSM,109.0691667,32.70055556,宏站
ANK-HBSC-6000-012,XAGS30/41,11,安康汉滨双龙HG-AK322,24,53220,安康汉滨双龙HG-AK322-0,GSM,108.9377778,32.46111111,宏站
ANK-HBSC-6000-012,XAGS30/41,11,安康汉滨双龙HG-AK322,39,53221,安康汉滨双龙HG-AK322-1,GSM,108.9377778,32.46111111,宏站
ANK-HBSC-6000-012,XAGS30/41,11,安康汉滨双龙HG-AK322,331,53222,安康汉滨双龙HG-AK322-2,GSM,108.9377778,32.46111111,宏站
ANK-HBSC-6000-012,XAGS30/41,48,安康汉滨双龙龙山HG-AK734,93,57340,安康汉滨双龙龙山HG-AK734-0,GSM,108.965833,32.448055,宏站
ANK-HBSC-6000-012,XAGS30/41,48,安康汉滨双龙龙山HG-AK734,95,57341,安康汉滨双龙龙山HG-AK734-1,GSM,108.965833,32.448055,宏站
ANK-HBSC-6000-012,XAGS30/41,48,安康汉滨双龙龙山HG-AK734,120,57342,安康汉滨双龙龙山HG-AK734-2,GSM,108.965833,32.448055,宏站
ANK-HBSC-6000-012,XAGS30/41,52,安康汉滨双龙桥山HG-AK736,100,57360,安康汉滨双龙桥山HG-AK736-0,GSM,108.933611,32.476388,宏站
ANK-HBSC-6000-012,XAGS30/41,52,安康汉滨双龙桥山HG-AK736,712,57361,安康汉滨双龙桥山HG-AK736-1,GSM,108.933611,32.476388,宏站
ANK-HBSC-6000-012,XAGS30/41,52,安康汉滨双龙桥山HG-AK736,713,57362,安康汉滨双龙桥山HG-AK736-2,GSM,108.933611,32.476388,宏站
ANK-HBSC-6000-012,XAGS30/41,23,安康汉滨双龙镇关山村HG-AKM366,389,53664,安康汉滨双龙镇关山村HG-AKM366-0,GSM,108.977222,32.416666,宏站
ANK-HBSC-6000-012,XAGS30/41,23,安康汉滨双龙镇关山村HG-AKM366,77,3665,安康汉滨双龙镇关山村HG-AKM366-1,GSM,108.977222,32.416666,宏站
ANK-HBSC-6000-012,XAGS30/41,23,安康汉滨双龙镇关山村HG-AKM366,78,3666,安康汉滨双龙镇关山村HG-AKM366-2,GSM,108.977222,32.416666,宏站
ANK-HBSC-6000-012,XAGS30/41,116,安康汉滨双龙镇桂山村HG-AKM486,262,54204,安康汉滨双龙镇桂山村HG-AKM486-0,GSM,108.953055,32.476666,宏站
ANK-HBSC-6000-012,XAGS30/41,116,安康汉滨双龙镇桂山村HG-AKM486,433,54205,安康汉滨双龙镇桂山村HG-AKM486-1,GSM,108.953055,32.476666,宏站
ANK-HBSC-6000-012,XAGS30/41,116,安康汉滨双龙镇桂山村HG-AKM486,535,54206,安康汉滨双龙镇桂山村HG-AKM486-2,GSM,108.953055,32.476666,宏站
ANK-HBSC-6000-012,XAGS30/41,18,安康汉滨双龙镇双龙村HG-AKF308,46,53087,安康汉滨双龙镇双龙村HG-AKF308-0,GSM,108.947322,32.453961,宏站
ANK-HBSC-6000-012,XAGS30/41,18,安康汉滨双龙镇双龙村HG-AKF308,47,53088,安康汉滨双龙镇双龙村HG-AKF308-1,GSM,108.947322,32.453961,宏站
ANK-HBSC-6000-012,XAGS30/41,18,安康汉滨双龙镇双龙村HG-AKF308,49,53089,安康汉滨双龙镇双龙村HG-AKF308-2,GSM,108.947322,32.453961,宏站
ANK-HBSC-6000-012,XAGS30/41,17,安康汉滨双龙镇双龙溶洞HG-AKF249,42,52497,安康汉滨双龙镇双龙溶洞HG-AKF249-0,GSM,108.934881,32.445813,宏站
ANK-HBSC-6000-012,XAGS30/41,17,安康汉滨双龙镇双龙溶洞HG-AKF249,43,52498,安康汉滨双龙镇双龙溶洞HG-AKF249-1,GSM,108.934881,32.445813,宏站
ANK-HBSC-6000-012,XAGS30/41,17,安康汉滨双龙镇双龙溶洞HG-AKF249,44,52499,安康汉滨双龙镇双龙溶洞HG-AKF249-2,GSM,108.934881,32.445813,宏站
ANK-HBSC-6000-012,XAGS30/41,166,安康汉滨水电厂HG-AK018,241,50181,安康汉滨水电厂HG-AK018-0,GSM,109.0027778,32.67277778,宏站
ANK-HBSC-6000-012,XAGS30/41,166,安康汉滨水电厂HG-AK018,240,50182,安康汉滨水电厂HG-AK018-1,GSM,109.0030556,32.67277778,宏站
ANK-HBSC-6000-012,XAGS30/41,166,安康汉滨水电厂HG-AK018,239,50183,安康汉滨水电厂HG-AK018-2,GSM,109.0030556,32.67277778,宏站
ANK-HBSC-6000-004,XAGS30/41,45,安康汉滨水电大厦DCS信源站HD-AKM482,462,54825,安康汉滨水电大厦DCS信源站HD-AKM482-1,GSM,109.016811,32.695361,室分
ANK-HBSC-6000-004,XAGS30/41,45,安康汉滨水电大厦DCS信源站HD-AKM482,190,54828,安康汉滨水电大厦DCS信源站HD-AKM482-8,GSM,109.016811,32.695361,室分
ANK-HBSC-6000-005,XAGS30/41,95,安康汉滨水电三局HG-AK240,165,52403,安康汉滨水电三局HG-AK240-0,GSM,109.0008333,32.7025,宏站
ANK-HBSC-6000-005,XAGS30/41,95,安康汉滨水电三局HG-AK240,166,52400,安康汉滨水电三局HG-AK240-1,GSM,109.0008333,32.7025,宏站
ANK-HBSC-6000-004,XAGS30/41,23,安康汉滨水果批发市场HD-AK315,50,53151,安康汉滨水果批发市场HD-AK315-0,GSM,109.028185,32.697855,宏站
ANK-HBSC-6000-004,XAGS30/41,23,安康汉滨水果批发市场HD-AK315,51,53152,安康汉滨水果批发市场HD-AK315-1,GSM,109.028185,32.697855,宏站
ANK-HBSC-6000-004,XAGS30/41,23,安康汉滨水果批发市场HD-AK315,52,53153,安康汉滨水果批发市场HD-AK315-2,GSM,109.028185,32.697855,宏站
ANK-HBSC-6000-004,XAGS30/41,134,安康汉滨水果批发市场HG-AK130,303,51301,安康汉滨水果批发市场HG-AK130-0,GSM,109.028185,32.697855,宏站
ANK-HBSC-6000-004,XAGS30/41,134,安康汉滨水果批发市场HG-AK130,304,51302,安康汉滨水果批发市场HG-AK130-1,GSM,109.028185,32.697855,宏站
ANK-HBSC-6000-004,XAGS30/41,134,安康汉滨水果批发市场HG-AK130,305,51303,安康汉滨水果批发市场HG-AK130-2,GSM,109.028185,32.697855,宏站
ANK-HBSC-6000-004,XAGS30/41,112,安康汉滨水利局HG-AK610,265,56101,安康汉滨水利局HG-AK610-0,GSM,109.0316667,32.69083333,宏站
ANK-HBSC-6000-004,XAGS30/41,112,安康汉滨水利局HG-AK610,267,56102,安康汉滨水利局HG-AK610-1,GSM,109.0316667,32.69083333,宏站
ANK-HBSC-6000-004,XAGS30/41,112,安康汉滨水利局HG-AK610,268,56103,安康汉滨水利局HG-AK610-2,GSM,109.0316667,32.69083333,宏站
ANK-HBSC-6000-004,XAGS30/41,146,安康汉滨水政大队信源站HG-AKM705,123,57053,安康汉滨水政大队信源站HG-AKM705-4,GSM,109.015531,32.694559,宏站
ANK-HBSC-6000-004,XAGS30/41,146,安康汉滨水政大队信源站HG-AKM705,127,57054,安康汉滨水政大队信源站HG-AKM705-5,GSM,109.015531,32.694559,宏站
ANK-HBSC-6000-005,XAGS30/41,37,安康汉滨斯巴鲁4S店HG-AKF309,133,53097,安康汉滨斯巴鲁4S店HG-AKF309-0,GSM,108.9844444,32.72055555,宏站
ANK-HBSC-6000-005,XAGS30/41,37,安康汉滨斯巴鲁4S店HG-AKF309,137,53098,安康汉滨斯巴鲁4S店HG-AKF309-1,GSM,108.9844444,32.72055555,宏站
ANK-HBSC-6000-005,XAGS30/41,37,安康汉滨斯巴鲁4S店HG-AKF309,140,53099,安康汉滨斯巴鲁4S店HG-AKF309-2,GSM,108.9844444,32.72055555,宏站
ANK-HBSC-6000-004,XAGS30/41,61,安康汉滨四桥头HD-AKF300,231,53007,安康汉滨四桥头HD-AKF300-0,GSM,109.042899,32.705529,宏站
ANK-HBSC-6000-004,XAGS30/41,61,安康汉滨四桥头HD-AKF300,232,53008,安康汉滨四桥头HD-AKF300-1,GSM,109.042899,32.705529,宏站
ANK-HBSC-6000-004,XAGS30/41,61,安康汉滨四桥头HD-AKF300,233,53009,安康汉滨四桥头HD-AKF300-2,GSM,109.042899,32.705529,宏站
ANK-HBSC-6000-005,XAGS30/41,34,安康汉滨四桥头HG-AKF310,123,53107,安康汉滨四桥头HG-AKF310-0,GSM,109.0341667,32.71555556,宏站
ANK-HBSC-6000-005,XAGS30/41,34,安康汉滨四桥头HG-AKF310,125,53108,安康汉滨四桥头HG-AKF310-1,GSM,109.0341667,32.71555556,宏站
ANK-HBSC-6000-005,XAGS30/41,34,安康汉滨四桥头HG-AKF310,126,53109,安康汉滨四桥头HG-AKF310-2,GSM,109.0341667,32.71555556,宏站
ANK-HBSC-6000-017,XAGS30/41,40,安康汉滨四十七标HG-AKM139,151,51064,安康汉滨四十七标HG-AKM139-0,GSM,109.15307,32.67835,宏站
ANK-HBSC-6000-017,XAGS30/41,40,安康汉滨四十七标HG-AKM139,152,51065,安康汉滨四十七标HG-AKM139-1,GSM,109.15307,32.67835,宏站
ANK-HBSC-6000-017,XAGS30/41,74,安康汉滨寺姑垭HG-AK479,148,54790,安康汉滨寺姑垭HG-AK479-0,GSM,109.2472222,32.62527778,宏站
ANK-HBSC-6000-017,XAGS30/41,74,安康汉滨寺姑垭HG-AK479,149,54791,安康汉滨寺姑垭HG-AK479-1,GSM,109.2472222,32.62527778,宏站
ANK-HBSC-6000-017,XAGS30/41,74,安康汉滨寺姑垭HG-AK479,150,54792,安康汉滨寺姑垭HG-AK479-2,GSM,109.2472222,32.62527778,宏站
ANK-HBSC-6000-016,XAGS30/41,7,安康汉滨源河百川酒楼信源站HG-AKM727,19,57276,安康汉滨隧道群拉远HG-AKM727-1,GSM,109.034166,32.676944,宏站
ANK-HBSC-6000-015,XAGS30/41,132,安康汉滨谭坝鸭蛋河村HG-AKF089,315,50897,安康汉滨谭坝鸭蛋河村HG-AKF089-0,GSM,109.004722,32.883055,宏站
ANK-HBSC-6000-015,XAGS30/41,132,安康汉滨谭坝鸭蛋河村HG-AKF089,316,50898,安康汉滨谭坝鸭蛋河村HG-AKF089-1,GSM,109.004722,32.883055,宏站
ANK-HBSC-6000-015,XAGS30/41,152,安康汉滨谭坝镇前河村HG-AKF311,375,53117,安康汉滨谭坝镇前河村HG-AKF311-0,GSM,108.890111,32.88632,宏站
ANK-HBSC-6000-015,XAGS30/41,152,安康汉滨谭坝镇前河村HG-AKF311,376,53118,安康汉滨谭坝镇前河村HG-AKF311-1,GSM,108.890111,32.88632,宏站
ANK-HBSC-6000-015,XAGS30/41,152,安康汉滨谭坝镇前河村HG-AKF311,379,53119,安康汉滨谭坝镇前河村HG-AKF311-2,GSM,108.890111,32.88632,宏站
ANK-HBSC-6000-021,XAGS29/56,121,安康汉滨碳河村HG-AK951,271,59517,安康汉滨碳河村HG-AK951-0,GSM,109.345833,32.617222,宏站
ANK-HBSC-6000-021,XAGS29/56,121,安康汉滨碳河村HG-AK951,272,59518,安康汉滨碳河村HG-AK951-1,GSM,109.345833,32.617222,宏站
ANK-HBSC-6000-021,XAGS29/56,121,安康汉滨碳河村HG-AK951,348,59519,安康汉滨碳河村HG-AK951-2,GSM,109.345833,32.617222,宏站
ANK-HBSC-6000-017,XAGS30/41,37,安康汉滨唐淌村HG-AK957,155,59577,安康汉滨唐淌村HG-AK957-0,GSM,109.028611,32.782777,宏站
ANK-HBSC-6000-017,XAGS30/41,37,安康汉滨唐淌村HG-AK957,156,59578,安康汉滨唐淌村HG-AK957-1,GSM,109.028611,32.782777,宏站
ANK-HBSC-6000-017,XAGS30/41,37,安康汉滨唐淌村HG-AK957,321,59579,安康汉滨唐淌村HG-AK957-2,GSM,109.028611,32.782777,宏站
ANK-HBSC-6000-012,XAGS30/41,103,安康汉滨唐庄HG-AK540,188,55400,安康汉滨唐庄HG-AK540-0,GSM,108.963333,32.556388,宏站
ANK-HBSC-6000-012,XAGS30/41,103,安康汉滨唐庄HG-AK540,189,55401,安康汉滨唐庄HG-AK540-1,GSM,108.963333,32.556388,宏站
ANK-HBSC-6000-012,XAGS30/41,103,安康汉滨唐庄HG-AK540,15,55402,安康汉滨唐庄HG-AK540-2,GSM,108.963333,32.556388,宏站
ANK-HBSC-6000-017,XAGS30/41,31,安康汉滨唐庄村HG-AK948,157,59487,安康汉滨唐庄村HG-AK948-0,GSM,109.236944,32.686666,宏站
ANK-HBSC-6000-017,XAGS30/41,31,安康汉滨唐庄村HG-AK948,158,59488,安康汉滨唐庄村HG-AK948-1,GSM,109.236944,32.686666,宏站
ANK-HBSC-6000-017,XAGS30/41,31,安康汉滨唐庄村HG-AK948,312,59489,安康汉滨唐庄村HG-AK948-2,GSM,109.236944,32.686666,宏站
ANK-HBSC-6000-016,XAGS30/41,57,安康汉滨桃园小区HGD-AK223,9,55867,安康汉滨桃园小区HD-AKM586-0,GSM,109.0363889,32.68583333,宏站
ANK-HBSC-6000-016,XAGS30/41,57,安康汉滨桃园小区HGD-AK223,10,55868,安康汉滨桃园小区HD-AKM586-1,GSM,109.0363889,32.68583333,宏站
ANK-HBSC-6000-016,XAGS30/41,57,安康汉滨桃园小区HGD-AK223,11,55869,安康汉滨桃园小区HD-AKM586-2,GSM,109.0363889,32.68583333,宏站
ANK-HBSC-6000-016,XAGS30/41,57,安康汉滨桃园小区HGD-AK223,158,52231,安康汉滨桃园小区HG-AK223-0,GSM,109.0363889,32.68583333,宏站
ANK-HBSC-6000-016,XAGS30/41,57,安康汉滨桃园小区HGD-AK223,159,52232,安康汉滨桃园小区HG-AK223-1,GSM,109.0363889,32.68583333,宏站
ANK-HBSC-6000-016,XAGS30/41,57,安康汉滨桃园小区HGD-AK223,160,52233,安康汉滨桃园小区HG-AK223-2,GSM,109.0363889,32.68583333,宏站
ANK-HBSC-6000-004,XAGS30/41,136,安康汉滨体育场HGD-AK047,53,53191,安康汉滨体育场HD-AK319-0,GSM,109.037401,32.701901,宏站
ANK-HBSC-6000-004,XAGS30/41,136,安康汉滨体育场HGD-AK047,54,53192,安康汉滨体育场HD-AK319-1,GSM,109.037401,32.701901,宏站
ANK-HBSC-6000-004,XAGS30/41,136,安康汉滨体育场HGD-AK047,309,50471,安康汉滨体育场HG-AK047-0,GSM,109.037401,32.701901,宏站
ANK-HBSC-6000-004,XAGS30/41,136,安康汉滨体育场HGD-AK047,310,50472,安康汉滨体育场HG-AK047-1,GSM,109.037401,32.701901,宏站
ANK-HBSC-6000-004,XAGS30/41,136,安康汉滨体育场HGD-AK047,120,50473,安康汉滨体育场HG-AK047-2,GSM,109.0372222,32.70166667,宏站
ANK-HBSC-6000-004,XAGS30/41,88,安康汉滨交警大队HD-AKM459,221,54597,安康汉滨天龙大厦酒店HD-AKM459-7,GSM,109.016924,32.693325,室分
ANK-HBSC-6000-012,XAGS30/41,125,安康汉滨天山2站HG-AK497,176,54970,安康汉滨天山2站HG-AK497-0,GSM,108.993055,32.568611,宏站
ANK-HBSC-6000-012,XAGS30/41,125,安康汉滨天山2站HG-AK497,177,54971,安康汉滨天山2站HG-AK497-1,GSM,108.993055,32.568611,宏站
ANK-HBSC-6000-012,XAGS30/41,125,安康汉滨天山2站HG-AK497,18,54972,安康汉滨天山2站HG-AK497-2,GSM,108.993055,32.568611,宏站
ANK-HBSC-6000-012,XAGS30/41,123,安康汉滨天山HG-AK341,127,53411,安康汉滨天山HG-AK341-0,GSM,108.974444,32.603888,宏站
ANK-HBSC-6000-012,XAGS30/41,123,安康汉滨天山HG-AK341,197,53412,安康汉滨天山HG-AK341-1,GSM,108.974444,32.603888,宏站
ANK-HBSC-6000-012,XAGS30/41,123,安康汉滨天山HG-AK341,202,53413,安康汉滨天山HG-AK341-2,GSM,108.974444,32.603888,宏站
ANK-HBSC-6000-012,XAGS30/41,157,安康汉滨天柱山HG-AK776,338,57767,安康汉滨天柱山HG-AK776-0,GSM,108.919722,32.603055,宏站
ANK-HBSC-6000-012,XAGS30/41,157,安康汉滨天柱山HG-AK776,436,57768,安康汉滨天柱山HG-AK776-1,GSM,108.919722,32.603055,宏站
ANK-HBSC-6000-012,XAGS30/41,157,安康汉滨天柱山HG-AK776,439,57769,安康汉滨天柱山HG-AK776-2,GSM,108.919722,32.603055,宏站
ANK-HBSC-6000-012,XAGS30/41,190,安康汉滨田坝2站HG-AKM602,379,56027,安康汉滨田坝2站HG-AKM602-0,GSM,109.022222,32.511666,宏站
ANK-HBSC-6000-012,XAGS30/41,190,安康汉滨田坝2站HG-AKM602,473,56028,安康汉滨田坝2站HG-AKM602-1,GSM,109.022222,32.511666,宏站
ANK-HBSC-6000-012,XAGS30/41,190,安康汉滨田坝2站HG-AKM602,474,56029,安康汉滨田坝2站HG-AKM602-2,GSM,109.022222,32.511666,宏站
ANK-HBSC-6000-012,XAGS30/41,126,安康汉滨田坝HG-AK331,181,53310,安康汉滨田坝HG-AK331-0,GSM,109.006111,32.523333,宏站
ANK-HBSC-6000-012,XAGS30/41,126,安康汉滨田坝HG-AK331,182,53311,安康汉滨田坝HG-AK331-1,GSM,109.006111,32.523333,宏站
ANK-HBSC-6000-012,XAGS30/41,126,安康汉滨田坝HG-AK331,325,53312,安康汉滨田坝HG-AK331-2,GSM,109.006111,32.523333,宏站
ANK-HBSC-6000-012,XAGS30/41,140,安康汉滨田坝林场HG-AKM488,266,54894,安康汉滨田坝林场HG-AKM488-0,GSM,108.985418,32.498248,宏站
ANK-HBSC-6000-012,XAGS30/41,140,安康汉滨田坝林场HG-AKM488,466,54895,安康汉滨田坝林场HG-AKM488-1,GSM,108.985418,32.498248,宏站
ANK-HBSC-6000-012,XAGS30/41,140,安康汉滨田坝林场HG-AKM488,467,54896,安康汉滨田坝林场HG-AKM488-2,GSM,108.985418,32.498248,宏站
ANK-HBSC-6000-005,XAGS30/41,145,安康汉滨铁路hb处HG-AK019,263,50191,安康汉滨铁路hb处HG-AK019-0,GSM,109.0175,32.71583333,宏站
